"","Gene","APAP","Control.1","Control.2"
"3420","ENSG00000058673",99,51,57
"3421","ENSG00000257315",98,74,102
"3422","ENSG00000227417",73,73,33
"3423","ENSG00000223505",51,36,27
"3424","ENSG00000182004",829,455,476
"3425","ENSG00000236430",8,11,6
"3426","ENSG00000232917",0,0,0
"3427","ENSG00000286383",1,0,0
"3428","ENSG00000176754",0,0,0
"3429","ENSG00000286572",1,1,12
"3430","ENSG00000143842",857,738,914
"3431","ENSG00000143845",134,1786,3820
"3432","ENSG00000230550",2,23,63
"3433","ENSG00000143839",16,56,137
"3434","ENSG00000170498",10,19,2
"3435","ENSG00000174567",1490,1126,1412
"3436","ENSG00000143850",1884,2218,2257
"3437","ENSG00000231691",33,20,41
"3438","ENSG00000219133",50,15,25
"3439","ENSG00000280924",21,8,4
"3440","ENSG00000226330",45,5,8
"3441","ENSG00000237848",7,14,10
"3442","ENSG00000158615",3733,4197,3092
"3443","ENSG00000133056",1497,813,748
"3444","ENSG00000198625",3234,3354,2765
"3445","ENSG00000236779",57,37,37
"3446","ENSG00000200408",1,0,0
"3447","ENSG00000240710",4,18,23
"3448","ENSG00000170382",45,48,84
"3449","ENSG00000240219",6,15,31
"3450","ENSG00000228153",0,6,0
"3451","ENSG00000252650",2,0,0
"3452","ENSG00000287197",0,0,0
"3453","ENSG00000163531",740,584,543
"3454","ENSG00000229657",22,18,17
"3455","ENSG00000184144",54,128,56
"3456","ENSG00000174529",40,57,64
"3457","ENSG00000117222",830,714,740
"3458","ENSG00000271580",30,40,19
"3459","ENSG00000133059",722,563,481
"3460","ENSG00000213041",10,14,9
"3461","ENSG00000133069",22,3,8
"3462","ENSG00000163545",383,150,149
"3463","ENSG00000162873",8,6,8
"3464","ENSG00000235363",8,4,13
"3465","ENSG00000226235",0,2,0
"3466","ENSG00000186007",0,0,0
"3467","ENSG00000281406",7,2,0
"3468","ENSG00000117266",789,202,212
"3469","ENSG00000174514",81,67,54
"3470","ENSG00000206762",4,3,5
"3471","ENSG00000158711",4679,4137,3678
"3472","ENSG00000236942",37,40,20
"3473","ENSG00000158715",907,473,1076
"3474","ENSG00000275213",1,0,1
"3475","ENSG00000069275",8243,8659,7644
"3476","ENSG00000201944",15,35,47
"3477","ENSG00000117280",660,1089,1042
"3478","ENSG00000133065",301,419,383
"3479","ENSG00000286619",9,340,302
"3480","ENSG00000162877",8,74,53
"3481","ENSG00000174502",0,0,2
"3482","ENSG00000276600",292,30,11
"3483","ENSG00000196188",42,2,2
"3484","ENSG00000285417",24,0,15
"3485","ENSG00000263961",9,4,2
"3486","ENSG00000198049",11,0,0
"3487","ENSG00000226780",0,0,0
"3488","ENSG00000225483",0,0,0
"3489","ENSG00000196550",103,8,9
"3490","ENSG00000266028",1422,720,897
"3491","ENSG00000229509",8,6,4
"3492","ENSG00000263528",305,31,72
"3493","ENSG00000278465",0,0,0
"3494","ENSG00000162888",20,2,18
"3495","ENSG00000261000",1,2,5
"3496","ENSG00000266094",739,541,560
"3497","ENSG00000234981",20,10,8
"3498","ENSG00000279946",71,51,37
"3499","ENSG00000143486",1207,982,1276
"3500","ENSG00000237605",0,0,4
"3501","ENSG00000143479",484,333,494
"3502","ENSG00000162889",2686,1584,1319
"3503","ENSG00000224114",39,32,15
"3504","ENSG00000199349",2,0,0
"3505","ENSG00000136634",64,17,5
"3506","ENSG00000142224",14,4,0
"3507","ENSG00000162891",0,2,0
"3508","ENSG00000162892",7,0,0
"3509","ENSG00000162894",77,26,20
"3510","ENSG00000271680",2,0,2
"3511","ENSG00000226945",2,2,0
"3512","ENSG00000162896",7383,1699,2691
"3513","ENSG00000162897",1287,40,179
"3514","ENSG00000182795",78,6,25
"3515","ENSG00000123836",700,475,379
"3516","ENSG00000180667",669,500,477
"3517","ENSG00000123843",5812,10503,6228
"3518","ENSG00000123838",25678,47696,38976
"3519","ENSG00000275392",295,295,172
"3520","ENSG00000226565",4,2,0
"3521","ENSG00000224462",9,61,12
"3522","ENSG00000243636",0,13,1
"3523","ENSG00000232621",2,4,5
"3524","ENSG00000237074",2,8,16
"3525","ENSG00000196352",551,722,550
"3526","ENSG00000117322",6,4,5
"3527","ENSG00000203710",627,729,443
"3528","ENSG00000236911",11,18,6
"3529","ENSG00000197721",23,19,17
"3530","ENSG00000244703",1,5,3
"3531","ENSG00000226289",0,4,0
"3532","ENSG00000285239",2,0,0
"3533","ENSG00000117335",5846,7196,8376
"3534","ENSG00000234219",18,31,63
"3535","ENSG00000203709",1515,2314,2006
"3536","ENSG00000174059",253,178,243
"3537","ENSG00000285719",2,5,7
"3538","ENSG00000284237",23,17,20
"3539","ENSG00000076356",1225,1370,869
"3540","ENSG00000287220",8,18,8
"3541","ENSG00000286198",34,17,10
"3542","ENSG00000261453",33,12,17
"3543","ENSG00000259815",6,3,2
"3544","ENSG00000227887",2,0,2
"3545","ENSG00000232812",19,11,6
"3546","ENSG00000287046",3,0,0
"3547","ENSG00000228081",2,0,0
"3548","ENSG00000227940",0,0,1
"3549","ENSG00000231648",2,1,0
"3550","ENSG00000230937",2,0,0
"3551","ENSG00000008118",25,2,4
"3552","ENSG00000196878",993,372,775
"3553","ENSG00000227591",48,18,41
"3554","ENSG00000123689",1882,996,2398
"3555","ENSG00000117594",4122,5542,11787
"3556","ENSG00000236136",14,55,64
"3557","ENSG00000009790",99,91,75
"3558","ENSG00000162757",119,68,91
"3559","ENSG00000117595",762,1669,1581
"3560","ENSG00000117597",1126,1155,1204
"3561","ENSG00000143469",2,0,0
"3562","ENSG00000203706",0,0,2
"3563","ENSG00000082497",6,5,2
"3564","ENSG00000228110",4,4,0
"3565","ENSG00000054392",309,143,255
"3566","ENSG00000287354",13,4,10
"3567","ENSG00000200972",10,4,0
"3568","ENSG00000287157",12,6,4
"3569","ENSG00000270936",2,7,2
"3570","ENSG00000143473",12,5,20
"3571","ENSG00000284299",0,2,0
"3572","ENSG00000284376",0,0,2
"3573","ENSG00000234004",8,18,4
"3574","ENSG00000226986",21,10,19
"3575","ENSG00000117625",1276,1165,1237
"3576","ENSG00000082512",409,184,103
"3577","ENSG00000287033",4,0,0
"3578","ENSG00000153363",353,223,286
"3579","ENSG00000236809",34,10,18
"3580","ENSG00000238137",12,0,2
"3581","ENSG00000198570",4,2,0
"3582","ENSG00000170385",5975,7481,7124
"3583","ENSG00000261314",0,2,1
"3584","ENSG00000228792",2,0,0
"3585","ENSG00000227764",0,0,2
"3586","ENSG00000117650",526,0,7
"3587","ENSG00000231057",5,0,1
"3588","ENSG00000123684",15567,6244,5213
"3589","ENSG00000241395",73,35,17
"3590","ENSG00000212205",50,24,11
"3591","ENSG00000229258",14,4,1
"3592","ENSG00000233626",2,2,2
"3593","ENSG00000143493",1366,660,941
"3594","ENSG00000212187",4,0,2
"3595","ENSG00000143476",627,24,35
"3596","ENSG00000220749",206,113,128
"3597","ENSG00000264358",3,0,0
"3598","ENSG00000252879",1,0,0
"3599","ENSG00000226251",49,25,42
"3600","ENSG00000066027",2052,2116,2188
"3601","ENSG00000230063",29,29,34
"3602","ENSG00000234915",31,25,19
"3603","ENSG00000225338",42,37,37
"3604","ENSG00000201544",15,25,7
"3605","ENSG00000229832",45,35,20
"3606","ENSG00000065600",222,113,104
"3607","ENSG00000287445",2,4,2
"3608","ENSG00000117691",542,382,533
"3609","ENSG00000224535",0,3,0
"3610","ENSG00000228067",2,0,0
"3611","ENSG00000260805",17,9,10
"3612","ENSG00000288007",3,6,10
"3613","ENSG00000162772",722,609,179
"3614","ENSG00000226036",4,0,0
"3615","ENSG00000237980",3,7,2
"3616","ENSG00000123685",37,37,18
"3617","ENSG00000117697",933,945,985
"3618","ENSG00000203705",298,196,202
"3619","ENSG00000236905",0,0,1
"3620","ENSG00000185523",1,0,7
"3621","ENSG00000198468",60,30,56
"3622","ENSG00000236317",2,1,3
"3623","ENSG00000162769",507,286,347
"3624","ENSG00000143494",218,43,52
"3625","ENSG00000174606",933,744,707
"3626","ENSG00000136643",1339,719,786
"3627","ENSG00000225233",0,0,0
"3628","ENSG00000228255",0,2,0
"3629","ENSG00000230461",363,736,596
"3630","ENSG00000281664",41,85,53
"3631","ENSG00000117707",9486,18427,13505
"3632","ENSG00000274895",175,344,259
"3633","ENSG00000272167",192,353,302
"3634","ENSG00000283518",2,10,15
"3635","ENSG00000143499",1196,744,1232
"3636","ENSG00000228470",9,9,7
"3637","ENSG00000152104",639,544,405
"3638","ENSG00000213036",4,4,6
"3639","ENSG00000215819",1,0,0
"3640","ENSG00000117724",4502,37,118
"3641","ENSG00000250536",12,4,0
"3642","ENSG00000224584",6,0,0
"3643","ENSG00000136636",3899,3238,3251
"3644","ENSG00000042781",158,483,909
"3645","ENSG00000202498",0,2,6
"3646","ENSG00000196482",29,16,16
"3647","ENSG00000092978",658,628,456
"3648","ENSG00000162814",6,1,0
"3649","ENSG00000234070",0,2,0
"3650","ENSG00000067533",759,655,493
"3651","ENSG00000229016",2,3,2
"3652","ENSG00000223375",2,1,4
"3653","ENSG00000232480",0,3,1
"3654","ENSG00000092969",138,47,22
"3655","ENSG00000228208",0,0,0
"3656","ENSG00000228063",10,16,6
"3657","ENSG00000143353",708,562,438
"3658","ENSG00000225920",105,64,78
"3659","ENSG00000223842",41,28,36
"3660","ENSG00000277007",38,25,48
"3661","ENSG00000287676",33,8,39
"3662","ENSG00000228536",17,16,46
"3663","ENSG00000215817",229,203,207
"3664","ENSG00000196660",1773,5129,3833
"3665","ENSG00000252086",0,0,2
"3666","ENSG00000136628",5099,3052,2396
"3667","ENSG00000162813",722,482,704
"3668","ENSG00000067704",4623,2787,3281
"3669","ENSG00000207590",7,3,8
"3670","ENSG00000207624",7,2,2
"3671","ENSG00000232134",6,5,9
"3672","ENSG00000118873",2368,1966,1884
"3673","ENSG00000222370",4,0,0
"3674","ENSG00000270585",63,64,43
"3675","ENSG00000270708",21,10,12
"3676","ENSG00000218283",618,581,343
"3677","ENSG00000213033",12,12,10
"3678","ENSG00000116141",67,65,57
"3679","ENSG00000233012",10,10,5
"3680","ENSG00000162817",2394,3741,4619
"3681","ENSG00000117791",1106,3579,4115
"3682","ENSG00000186205",419,1193,1636
"3683","ENSG00000221571",0,8,4
"3684","ENSG00000272823",2,4,16
"3685","ENSG00000238078",7,14,32
"3686","ENSG00000257551",0,3,8
"3687","ENSG00000136630",137,156,131
"3688","ENSG00000226211",0,0,0
"3689","ENSG00000234754",6,0,4
"3690","ENSG00000286398",19,12,459
"3691","ENSG00000227585",4,5,5
"3692","ENSG00000286421",0,0,10
"3693","ENSG00000143507",627,1183,1044
"3694","ENSG00000227925",0,1,1
"3695","ENSG00000238042",0,0,3
"3696","ENSG00000232679",7,22,9
"3697","ENSG00000236230",3,4,3
"3698","ENSG00000227613",4,2,2
"3699","ENSG00000226643",0,0,0
"3700","ENSG00000234419",5,16,12
"3701","ENSG00000276997",36,22,16
"3702","ENSG00000267305",7,16,5
"3703","ENSG00000143512",20,2,7
"3704","ENSG00000143498",148,122,96
"3705","ENSG00000225265",15,9,43
"3706","ENSG00000154305",5417,4445,5597
"3707","ENSG00000229399",31,13,19
"3708","ENSG00000272750",92,30,97
"3709","ENSG00000186063",999,691,1023
"3710","ENSG00000162819",1545,1020,968
"3711","ENSG00000197520",11,7,6
"3712","ENSG00000287684",2,0,0
"3713","ENSG00000154309",851,395,343
"3714","ENSG00000234523",11,4,2
"3715","ENSG00000287338",1,4,4
"3716","ENSG00000187554",102,133,172
"3717","ENSG00000236846",4,0,0
"3718","ENSG00000226601",4,2,0
"3719","ENSG00000143502",16,187,244
"3720","ENSG00000178395",0,0,2
"3721","ENSG00000203697",159,6,0
"3722","ENSG00000227002",2,0,0
"3723","ENSG00000162909",4130,1207,1394
"3724","ENSG00000143514",2135,1529,962
"3725","ENSG00000227621",3,2,1
"3726","ENSG00000188460",10,1,0
"3727","ENSG00000233771",8,7,15
"3728","ENSG00000272645",240,246,241
"3729","ENSG00000212157",0,0,1
"3730","ENSG00000185495",329,200,256
"3731","ENSG00000278467",65,43,63
"3732","ENSG00000229930",5,7,1
"3733","ENSG00000143756",1545,1687,1600
"3734","ENSG00000236773",2,0,3
"3735","ENSG00000143753",1021,669,653
"3736","ENSG00000232628",4,1,5
"3737","ENSG00000237101",7,4,7
"3738","ENSG00000143748",568,485,390
"3739","ENSG00000221406",2,6,5
"3740","ENSG00000229742",9,7,4
"3741","ENSG00000206887",2,2,0
"3742","ENSG00000143771",564,394,616
"3743","ENSG00000162923",5032,3754,4081
"3744","ENSG00000266618",10,14,3
"3745","ENSG00000143786",41,29,36
"3746","ENSG00000229991",0,0,3
"3747","ENSG00000233384",4,0,6
"3748","ENSG00000234247",6,0,0
"3749","ENSG00000286174",2,1,4
"3750","ENSG00000229400",3,0,1
"3751","ENSG00000185842",1001,952,891
"3752","ENSG00000143815",3654,1778,1309
"3753","ENSG00000234476",0,0,2
"3754","ENSG00000282418",2,4,0
"3755","ENSG00000154380",2437,832,554
"3756","ENSG00000227496",31,6,0
"3757","ENSG00000143742",4133,3502,4177
"3758","ENSG00000234112",1,0,0
"3759","ENSG00000143819",16479,11165,16621
"3760","ENSG00000242861",47,67,37
"3761","ENSG00000196187",3521,1955,2255
"3762","ENSG00000243709",12,1,0
"3763","ENSG00000143811",439,400,329
"3764","ENSG00000143768",1,0,0
"3765","ENSG00000143751",907,689,561
"3766","ENSG00000272562",4,9,21
"3767","ENSG00000163041",3209,1560,1994
"3768","ENSG00000225518",4,2,8
"3769","ENSG00000182827",1775,1222,1059
"3770","ENSG00000234478",19,10,14
"3771","ENSG00000223570",0,0,0
"3772","ENSG00000185155",6,3,0
"3773","ENSG00000183814",194,74,74
"3774","ENSG00000143799",5042,2272,2615
"3775","ENSG00000177770",0,3,0
"3776","ENSG00000287627",0,1,25
"3777","ENSG00000203685",16,2,16
"3778","ENSG00000143772",472,453,276
"3779","ENSG00000228382",14,15,6
"3780","ENSG00000228548",14,1,3
"3781","ENSG00000287259",0,0,4
"3782","ENSG00000143801",202,184,106
"3783","ENSG00000288674",19,13,6
"3784","ENSG00000163050",80,94,94
"3785","ENSG00000228525",9,8,5
"3786","ENSG00000143776",4909,4120,3021
"3787","ENSG00000287532",24,19,13
"3788","ENSG00000228625",37,27,18
"3789","ENSG00000228729",54,52,26
"3790","ENSG00000236636",48,26,26
"3791","ENSG00000287525",71,46,30
"3792","ENSG00000234277",2,0,0
"3793","ENSG00000224834",0,0,1
"3794","ENSG00000287205",2,4,2
"3795","ENSG00000181450",555,287,419
"3796","ENSG00000225934",8,7,6
"3797","ENSG00000215812",1,5,7
"3798","ENSG00000143740",590,492,601
"3799","ENSG00000081692",180,194,205
"3800","ENSG00000230005",10,7,23
"3801","ENSG00000286389",3,4,3
"3802","ENSG00000185888",0,0,0
"3803","ENSG00000143816",0,8,6
"3804","ENSG00000264483",0,0,0
"3805","ENSG00000233003",4,8,7
"3806","ENSG00000274886",0,0,0
"3807","ENSG00000154342",0,0,2
"3808","ENSG00000276255",33,35,28
"3809","ENSG00000143761",6026,4303,4475
"3810","ENSG00000143793",151,97,133
"3811","ENSG00000162910",501,393,376
"3812","ENSG00000224566",0,2,4
"3813","ENSG00000287895",4,7,14
"3814","ENSG00000280157",8,10,10
"3815","ENSG00000143774",2078,1454,1895
"3816","ENSG00000198835",11,5,2
"3817","ENSG00000203684",10,4,4
"3818","ENSG00000181873",671,441,518
"3819","ENSG00000162913",27,8,12
"3820","ENSG00000154358",272,408,302
"3821","ENSG00000269934",27,30,15
"3822","ENSG00000270110",5,3,13
"3823","ENSG00000287315",10,11,0
"3824","ENSG00000270104",2,2,0
"3825","ENSG00000154370",361,374,255
"3826","ENSG00000231563",11,5,13
"3827","ENSG00000162931",44,41,25
"3828","ENSG00000168148",0,4,0
"3829","ENSG00000181218",7,2,14
"3830","ENSG00000196890",16,6,4
"3831","ENSG00000181201",0,0,2
"3832","ENSG00000279306",2,4,2
"3833","ENSG00000168159",1227,1231,1097
"3834","ENSG00000215811",0,0,0
"3835","ENSG00000234975",119,58,41
"3836","ENSG00000116574",1232,1347,1851
"3837","ENSG00000271399",5,0,0
"3838","ENSG00000236975",8,2,14
"3839","ENSG00000233920",0,0,0
"3840","ENSG00000177800",0,2,2
"3841","ENSG00000177788",220,373,404
"3842","ENSG00000168118",1056,975,1192
"3843","ENSG00000237481",21,20,6
"3844","ENSG00000154429",636,300,351
"3845","ENSG00000143632",6,0,0
"3846","ENSG00000069248",1277,969,956
"3847","ENSG00000223635",6,0,0
"3848","ENSG00000135776",1225,872,931
"3849","ENSG00000199672",6,2,7
"3850","ENSG00000201492",0,7,18
"3851","ENSG00000135801",840,748,527
"3852","ENSG00000135763",602,718,426
"3853","ENSG00000213028",0,0,2
"3854","ENSG00000225984",0,1,0
"3855","ENSG00000227043",2,0,0
"3856","ENSG00000228058",0,4,4
"3857","ENSG00000143641",5092,7759,4327
"3858","ENSG00000227006",112,224,107
"3859","ENSG00000177614",147,302,497
"3860","ENSG00000235817",0,1,0
"3861","ENSG00000135775",632,628,612
"3862","ENSG00000135744",24623,57073,101786
"3863","ENSG00000244137",0,4,0
"3864","ENSG00000135773",0,0,0
"3865","ENSG00000202063",2,0,0
"3866","ENSG00000225656",14,0,0
"3867","ENSG00000119280",1254,606,486
"3868","ENSG00000223393",4,5,6
"3869","ENSG00000287395",0,0,0
"3870","ENSG00000143643",564,396,404
"3871","ENSG00000173409",379,328,404
"3872","ENSG00000182118",156,175,149
"3873","ENSG00000227934",16,23,18
"3874","ENSG00000119283",34,12,11
"3875","ENSG00000143633",456,312,301
"3876","ENSG00000116906",2216,1234,1365
"3877","ENSG00000116903",776,694,869
"3878","ENSG00000010072",447,368,396
"3879","ENSG00000287450",3,1,0
"3880","ENSG00000135766",441,465,460
"3881","ENSG00000223982",0,0,0
"3882","ENSG00000233461",16,34,26
"3883","ENSG00000116918",725,673,527
"3884","ENSG00000270106",9,1,6
"3885","ENSG00000229228",0,0,2
"3886","ENSG00000162946",310,119,114
"3887","ENSG00000222986",4,0,0
"3888","ENSG00000286071",226,57,101
"3889","ENSG00000226758",28,8,2
"3890","ENSG00000116991",2266,614,937
"3891","ENSG00000225919",1,0,0
"3892","ENSG00000236497",16,0,12
"3893","ENSG00000212916",336,84,167
"3894","ENSG00000286774",2,0,0
"3895","ENSG00000232175",0,0,2
"3896","ENSG00000135778",957,549,685
"3897","ENSG00000135749",272,64,37
"3898","ENSG00000231940",3,0,2
"3899","ENSG00000143674",382,519,460
"3900","ENSG00000135750",469,425,147
"3901","ENSG00000265744",4,9,8
"3902","ENSG00000286109",0,2,0
"3903","ENSG00000225486",2,0,0
"3904","ENSG00000286666",0,0,2
"3905","ENSG00000183780",3,8,0
"3906","ENSG00000236101",3,2,0
"3907","ENSG00000233332",2,0,0
"3908","ENSG00000232166",2,0,0
"3909","ENSG00000236358",4,0,8
"3910","ENSG00000273367",0,0,2
"3911","ENSG00000231663",16,18,11
"3912","ENSG00000168275",266,128,150
"3913","ENSG00000059588",1566,684,774
"3914","ENSG00000231768",7,6,4
"3915","ENSG00000286210",0,1,2
"3916","ENSG00000287633",2,0,4
"3917","ENSG00000230404",2,0,0
"3918","ENSG00000212144",2,0,0
"3919","ENSG00000168264",2625,1671,1679
"3920","ENSG00000224939",2,2,0
"3921","ENSG00000228044",3,0,0
"3922","ENSG00000230628",85,5,2
"3923","ENSG00000282097",61,55,34
"3924","ENSG00000227630",54,14,5
"3925","ENSG00000286263",14,3,5
"3926","ENSG00000239690",0,2,0
"3927","ENSG00000237520",1,4,0
"3928","ENSG00000238005",134,101,96
"3929","ENSG00000258082",5,1,0
"3930","ENSG00000280587",3391,2933,1362
"3931","ENSG00000273416",4,2,3
"3932","ENSG00000173726",3533,1808,2194
"3933","ENSG00000207181",8,26,5
"3934","ENSG00000188739",36,18,13
"3935","ENSG00000054267",1533,1364,1032
"3936","ENSG00000263439",4,5,3
"3937","ENSG00000236863",28,27,12
"3938","ENSG00000152904",136,134,161
"3939","ENSG00000285053",33,9,27
"3940","ENSG00000227962",6,12,11
"3941","ENSG00000230026",1,0,0
"3942","ENSG00000285177",0,0,0
"3943","ENSG00000284770",265,227,189
"3944","ENSG00000229795",4,2,1
"3945","ENSG00000162885",584,534,458
"3946","ENSG00000231199",0,0,0
"3947","ENSG00000226663",2,0,0
"3948","ENSG00000168243",0,0,0
"3949","ENSG00000227236",0,0,0
"3950","ENSG00000143669",2748,2544,2458
"3951","ENSG00000235674",9,18,20
"3952","ENSG00000229463",18,18,12
"3953","ENSG00000222831",5,9,1
"3954","ENSG00000206803",3,29,22
"3955","ENSG00000237845",16,94,111
"3956","ENSG00000229291",2,53,62
"3957","ENSG00000116962",9521,7089,5307
"3958","ENSG00000252822",11,12,2
"3959","ENSG00000235371",2,0,3
"3960","ENSG00000077585",956,223,262
"3961","ENSG00000086619",1510,2008,1208
"3962","ENSG00000222650",4,10,1
"3963","ENSG00000186197",2,4,4
"3964","ENSG00000116977",2880,1300,1390
"3965","ENSG00000223776",13,11,6
"3966","ENSG00000273058",46,37,14
"3967","ENSG00000230325",11,6,2
"3968","ENSG00000119285",2368,1724,1224
"3969","ENSG00000077522",44,6,0
"3970","ENSG00000116984",3708,2377,1748
"3971","ENSG00000226498",19,28,11
"3972","ENSG00000237991",80,49,58
"3973","ENSG00000244020",0,3,6
"3974","ENSG00000198626",326,171,42
"3975","ENSG00000252396",3,0,0
"3976","ENSG00000252290",2,1,0
"3977","ENSG00000232154",0,2,0
"3978","ENSG00000227860",0,0,0
"3979","ENSG00000234464",1,0,0
"3980","ENSG00000215808",4,0,39
"3981","ENSG00000224783",2,0,0
"3982","ENSG00000287177",0,2,0
"3983","ENSG00000133019",221,15,59
"3984","ENSG00000233355",177,27,28
"3985","ENSG00000234601",0,4,9
